SOLUTION,RM,FIXED,ID,NPV,ORF,WP,NP,ID_RM,PLOT,X,Y,EUCLIDEAN
0,0,0,32,552195162.1,25.385,3.49E+07,1.27E+07,16,NPV_Wp,0.7132634495280339,0.8681318681318682,0.108960507430332
0,0,0,33,545804649.1,23.464,2.72E+07,1.19E+07,11,NPV_Wp,0.7054560164676582,0.5860805860805861,0.009550379616974275
0,0,0,34,734445359.3,26.6435,3.16E+07,1.37E+07,2,NPV_Wp,0.9359226030074599,0.7472527472527473,0.16850045003981665
0,0,0,35,370578019.1,21.2124,2.33E+07,1.08E+07,24,NPV_Wp,0.49137771256307083,0.4432234432234432,0.024466044966974496
0,0,0,36,385222037.3,21.5818,2.90E+07,1.13E+07,31,NPV_Wp,0.5092686380382906,0.652014652014652,0.14613731906370106
0,0,0,37,500582180.5,24.4747,2.91E+07,1.20E+07,1,NPV_Wp,0.6502067123164201,0.6556776556776557,0.07290170299051414
0,1,0,38,131932841.3,19.6804,2.08E+07,9101900,38,NPV_Wp,0.19981954644167302,0.3516483516483517,0
0,0,0,39,-31622760.05,17.0472,1.74E+07,7697190,3,NPV_Wp,0,0.2271062271062271,0.14913462951677295
0,0,0,40,339761950.1,21.7724,1.37E+07,9531820,47,NPV_Wp,0.4537290299140538,0.09157509157509157,0.2232561979904374
0,0,0,41,486472616.8,24.2136,2.93E+07,1.19E+07,1,NPV_Wp,0.6329687418907507,0.663003663003663,0.07784583506957131
0,0,0,42,477003799.3,23.8447,3.40E+07,1.24E+07,16,NPV_Wp,0.6214004751816204,0.8351648351648352,0.06717051419402162
0,0,0,43,374618496.5,22.8319,2.69E+07,1.09E+07,31,NPV_Wp,0.49631405442364773,0.575091575091575,0.07912514320343902
0,0,0,44,373817682.2,21.9921,2.20E+07,1.07E+07,24,NPV_Wp,0.49533568163244274,0.3956043956043956,0.06992766513370058
0,0,0,45,396673698,21.7963,2.16E+07,1.10E+07,24,NPV_Wp,0.5232593887566421,0.38095238095238093,0.0868589248671046
0,0,0,46,583168796.6,23.9623,2.76E+07,1.25E+07,11,NPV_Wp,0.7511046334823257,0.6007326007326007,0.0401949437975115
0,1,0,47,307641199.2,20.6231,1.97E+07,9792020,47,NPV_Wp,0.4144863881260233,0.31135531135531136,0
0,0,0,48,674581580.3,24.5481,3.85E+07,1.37E+07,2,NPV_Wp,0.8627856815609933,1,0.11214253182241851
0,1,0,49,243087414.7,22.1392,2.44E+07,9929420,49,NPV_Wp,0.33561958177140555,0.4835164835164835,0
0,0,0,0,164680138.5,22.3906,2.90E+07,9817660,49,NPV_Np,0.2398276538967753,0.35925519088261476,0.09731008772290507
0,1,0,1,531610036.9,23.6228,3.08E+07,1.25E+07,1,NPV_Np,0.6881141403820463,0.7701962983219733,0
0,1,0,2,735163080.4,25.8977,3.62E+07,1.38E+07,2,NPV_Np,0.9367994589725864,0.9693595064429298,0
0,1,0,3,80625175.36,17.4669,1.58E+07,8061910,3,NPV_Np,0.13713582021958923,0.09026995806848456,0
0,0,0,4,222416018.8,19.786,1.84E+07,9269100,49,NPV_Np,0.31036487377632377,0.27521444515428256,0.1042673618384376
0,0,0,5,266578731.5,20.7491,2.37E+07,1.02E+07,49,NPV_Np,0.3643194503760197,0.4178306224156659,0.05041901514145614
0,0,0,6,246160626.7,21.8796,2.22E+07,9838800,49,NPV_Np,0.33937419379869405,0.3624938910515971,0.014381952773974123
0,0,0,7,346071599.7,22.3118,2.56E+07,1.08E+07,24,NPV_Np,0.46143767034502164,0.5097521030868766,0.043478235569954046
0,0,0,8,500849177.9,24.6511,3.33E+07,1.27E+07,1,NPV_Np,0.6505329090282951,0.8008367918790436,0.048489058513081454
0,0,0,9,786893767.8,27.2373,2.81E+07,1.36E+07,2,NPV_Np,1,0.9387190128858596,0.07023637399224597
0,0,0,10,482638878.6,24.685,2.80E+07,1.18E+07,16,NPV_Np,0.6282849779476204,0.6629545708722276,0.052772135192302214
0,1,0,11,550819649,24.6961,2.74E+07,1.21E+07,11,NPV_Np,0.7115829543233578,0.7089153112078329,0
0,0,0,12,543006199.4,22.0048,2.70E+07,1.21E+07,11,NPV_Np,0.7020370877047282,0.7089153112078329,0.009545866618629661
0,0,0,13,456156230.7,22.3356,2.50E+07,1.15E+07,31,NPV_Np,0.5959305330476963,0.6169938305366223,0.06372313519827316
0,0,0,14,134050519.5,21.1669,2.45E+07,9924990,38,NPV_Np,0.20240676139451277,0.37569841175001645,0.12612595770170168
0,0,0,15,310327178.5,19.4241,1.68E+07,9637370,47,NPV_Np,0.4177679092787546,0.3316343179655938,0.02391893257125097
0,1,0,16,503865280.1,24.0272,3.24E+07,1.21E+07,16,NPV_Np,0.6542177487320485,0.7089153112078329,0
0,0,0,17,208826570.6,20.4936,1.98E+07,9443030,49,NPV_Np,0.29376234012230523,0.30186095037618865,0.08546745015999009
0,0,0,18,529747782.9,24.407,3.09E+07,1.25E+07,1,NPV_Np,0.6858389829030744,0.7701962983219733,0.00227515747897189
0,0,0,19,769492558.2,26.4743,3.47E+07,1.40E+07,2,NPV_Np,0.9787405519523134,1,0.051941266116210145
0,0,0,20,577847408.2,24.2341,1.87E+07,1.16E+07,11,NPV_Np,0.744603373924406,0.6323140773151574,0.08341520931166967
0,0,0,21,97312320.38,20.0779,2.46E+07,9192610,38,NPV_Np,0.15752287955464284,0.26349598839338106,0.04452116938587072
0,0,0,22,521498115.9,24.1194,2.52E+07,1.20E+07,16,NPV_Np,0.6757601797032546,0.6935950644292979,0.0264345662628384
0,0,0,23,307841370.8,20.0365,2.52E+07,1.04E+07,47,NPV_Np,0.4147309422592499,0.4484711159727361,0.0931443574078854
0,1,0,24,379376744.6,21.3849,2.39E+07,1.07E+07,24,NPV_Np,0.5021273128467837,0.4944318563083414,0
0,0,0,25,46563854.37,15.7666,1.12E+07,7472690,3,NPV_Np,0.095522340428938,0,0.09939993475839358
0,0,0,26,403655587,20.7999,2.03E+07,1.06E+07,24,NPV_Np,0.53178931913977,0.4791116095298063,0.033384795621365954
0,0,0,27,148631892,17.6963,1.62E+07,8590470,38,NPV_Np,0.22022115121300667,0.17124665444110973,0.08096489586788912
0,0,0,28,495646212.2,22.454,3.07E+07,1.23E+07,16,NPV_Np,0.6441763291389841,0.7395558047649031,0.03224391342354148
0,0,0,29,626231051.3,25.5606,3.63E+07,1.33E+07,2,NPV_Np,0.8037147558620309,0.8927582725502542,0.1535554858541534
0,0,0,30,209422028,19.514,2.28E+07,9730720,49,NPV_Np,0.2944898237829762,0.3459357683333563,0.051169635386629685
0,1,0,31,410423212.9,22.7986,2.51E+07,1.13E+07,31,NPV_Np,0.5400574794880729,0.586353336979552,0
0,0,0,32,552195162.1,25.385,3.49E+07,1.27E+07,1,NPV_Np,0.7132634495280339,0.8008367918790436,0.039639974721754234
0,0,0,33,545804649.1,23.464,2.72E+07,1.19E+07,11,NPV_Np,0.7054560164676582,0.6782748176507627,0.031247067268920875
0,0,0,34,734445359.3,26.6435,3.16E+07,1.37E+07,2,NPV_Np,0.9359226030074599,0.9540392596643946,0.015345319734003429
0,0,0,35,370578019.1,21.2124,2.33E+07,1.08E+07,24,NPV_Np,0.49137771256307083,0.5097521030868766,0.018715337763845367
0,0,0,36,385222037.3,21.5818,2.90E+07,1.13E+07,31,NPV_Np,0.5092686380382906,0.586353336979552,0.030788841449782334
0,0,0,37,500582180.5,24.4747,2.91E+07,1.20E+07,16,NPV_Np,0.6502067123164201,0.6935950644292979,0.01583661499445859
0,1,0,38,131932841.3,19.6804,2.08E+07,9101900,38,NPV_Np,0.19981954644167302,0.24959899254057186,0
0,0,0,39,-31622760.05,17.0472,1.74E+07,7697190,3,NPV_Np,0,0.03439395401781132,0.1480822778592035
0,0,0,40,339761950.1,21.7724,1.37E+07,9531820,47,NPV_Np,0.4537290299140538,0.31546379749084996,0.05593805677446146
0,0,0,41,486472616.8,24.2136,2.93E+07,1.19E+07,16,NPV_Np,0.6329687418907507,0.6782748176507627,0.0372875332673319
0,0,0,42,477003799.3,23.8447,3.40E+07,1.24E+07,16,NPV_Np,0.6214004751816204,0.7548760515434383,0.05647444639375023
0,0,0,43,374618496.5,22.8319,2.69E+07,1.09E+07,24,NPV_Np,0.49631405442364773,0.5250723498654116,0.031187077755298307
0,0,0,44,373817682.2,21.9921,2.20E+07,1.07E+07,24,NPV_Np,0.49533568163244274,0.4944318563083414,0.006791631214340954
0,0,0,45,396673698,21.7963,2.16E+07,1.10E+07,31,NPV_Np,0.5232593887566421,0.5403925966439468,0.04893429783309774
0,0,0,46,583168796.6,23.9623,2.76E+07,1.25E+07,1,NPV_Np,0.7511046334823257,0.7701962983219733,0.06299049310027938
0,1,0,47,307641199.2,20.6231,1.97E+07,9792020,47,NPV_Np,0.4144863881260233,0.35532707960859833,0
0,0,0,48,674581580.3,24.5481,3.85E+07,1.37E+07,2,NPV_Np,0.8627856815609933,0.9540392596643946,0.07558273088535546
0,1,0,49,243087414.7,22.1392,2.44E+07,9929420,49,NPV_Np,0.33561958177140555,0.37637709868230557,0
0,0,0,0,164680138.5,22.3906,2.90E+07,9817660,49,NPV_ORF,0.2398276538967753,0.5774712964335218,0.09826716441690332
0,1,0,1,531610036.9,23.6228,3.08E+07,1.25E+07,1,NPV_ORF,0.6881141403820463,0.6848928138648906,0
0,1,0,2,735163080.4,25.8977,3.62E+07,1.38E+07,2,NPV_ORF,0.9367994589725864,0.8832154968746457,0
0,1,0,3,80625175.36,17.4669,1.58E+07,8061910,3,NPV_ORF,0.13713582021958923,0.148229837760555,0
0,0,0,4,222416018.8,19.786,1.84E+07,9269100,38,NPV_ORF,0.31036487377632377,0.3504058165587105,0.11092799922736422
0,0,0,5,266578731.5,20.7491,2.37E+07,1.02E+07,47,NPV_ORF,0.3643194503760197,0.43436756257246706,0.051355438534174305
0,0,0,6,246160626.7,21.8796,2.22E+07,9838800,49,NPV_ORF,0.33937419379869405,0.5329230125450058,0.022940908208771166
0,0,0,7,346071599.7,22.3118,2.56E+07,1.08E+07,31,NPV_ORF,0.46143767034502164,0.5706016197790894,0.08934263168911814
0,0,0,8,500849177.9,24.6511,3.33E+07,1.27E+07,16,NPV_ORF,0.6505329090282951,0.774538607059726,0.05451542861034776
0,0,0,9,786893767.8,27.2373,2.81E+07,1.36E+07,2,NPV_ORF,1,1,0.13278903778698625
0,0,0,10,482638878.6,24.685,2.80E+07,1.18E+07,16,NPV_ORF,0.6282849779476204,0.7774939628793358,0.0629371487513588
0,1,0,11,550819649,24.6961,2.74E+07,1.21E+07,11,NPV_ORF,0.7115829543233578,0.7784616457583234,0
0,0,0,12,543006199.4,22.0048,2.70E+07,1.21E+07,1,NPV_ORF,0.7020370877047282,0.543837777990881,0.14174050799813134
0,0,0,13,456156230.7,22.3356,2.50E+07,1.15E+07,31,NPV_ORF,0.5959305330476963,0.5726764713574585,0.0689276950191198
0,0,0,14,134050519.5,21.1669,2.45E+07,9924990,38,NPV_ORF,0.20240676139451277,0.47079079742299923,0.12961686860930458
0,0,0,15,310327178.5,19.4241,1.68E+07,9637370,47,NPV_ORF,0.4177679092787546,0.31885586755821343,0.10457868392626729
0,1,0,16,503865280.1,24.0272,3.24E+07,1.21E+07,16,NPV_ORF,0.6542177487320485,0.7201478549696182,0
0,0,0,17,208826570.6,20.4936,1.98E+07,9443030,38,NPV_ORF,0.29376234012230523,0.41209342062820925,0.11769095410258591
0,0,0,18,529747782.9,24.407,3.09E+07,1.25E+07,11,NPV_ORF,0.6858389829030744,0.7532583015857793,0.036027220569564915
0,0,0,19,769492558.2,26.4743,3.47E+07,1.40E+07,2,NPV_ORF,0.9787405519523134,0.933482699399339,0.06546638015036903
0,0,0,20,577847408.2,24.2341,1.87E+07,1.16E+07,11,NPV_ORF,0.744603373924406,0.7381851151193912,0.05208211814949669
0,0,0,21,97312320.38,20.0779,2.46E+07,9192610,38,NPV_ORF,0.15752287955464284,0.3758532609169448,0.054679737393373944
0,0,0,22,521498115.9,24.1194,2.52E+07,1.20E+07,16,NPV_ORF,0.6757601797032546,0.7281857253698552,0.0229931227265934
0,0,0,23,307841370.8,20.0365,2.52E+07,1.04E+07,47,NPV_ORF,0.4147309422592499,0.3722440653142354,0.051139573645653975
0,1,0,24,379376744.6,21.3849,2.39E+07,1.07E+07,24,NPV_ORF,0.5021273128467837,0.4897957404517595,0
0,0,0,25,46563854.37,15.7666,1.12E+07,7472690,3,NPV_ORF,0.095522340428938,0,0.15396027572983687
0,0,0,26,403655587,20.7999,2.03E+07,1.06E+07,24,NPV_ORF,0.53178931913977,0.4387962373699949,0.058998168886094056
0,0,0,27,148631892,17.6963,1.62E+07,8590470,3,NPV_ORF,0.22022115121300667,0.16822861725962673,0.0854583138596721
0,0,0,28,495646212.2,22.454,3.07E+07,1.23E+07,31,NPV_ORF,0.6441763291389841,0.5829984220666568,0.10836624064004366
0,0,0,29,626231051.3,25.5606,3.63E+07,1.33E+07,11,NPV_ORF,0.8037147558620309,0.8538275780902648,0.11903063727891319
0,0,0,30,209422028,19.514,2.28E+07,9730720,38,NPV_ORF,0.2944898237829762,0.32669322709163334,0.0957752613610065
0,1,0,31,410423212.9,22.7986,2.51E+07,1.13E+07,31,NPV_ORF,0.5400574794880729,0.6130401806341373,0
0,0,0,32,552195162.1,25.385,3.49E+07,1.27E+07,11,NPV_ORF,0.7132634495280339,0.8385190093019607,0.06008087033279016
0,0,0,33,545804649.1,23.464,2.72E+07,1.19E+07,1,NPV_ORF,0.7054560164676582,0.6710488461907292,0.02219000016070174
0,0,0,34,734445359.3,26.6435,3.16E+07,1.37E+07,2,NPV_ORF,0.9359226030074599,0.9482333249060648,0.06502374057455294
0,0,0,35,370578019.1,21.2124,2.33E+07,1.08E+07,24,NPV_ORF,0.49137771256307083,0.4747574254404699,0.018485259658397493
0,0,0,36,385222037.3,21.5818,2.90E+07,1.13E+07,24,NPV_ORF,0.5092686380382906,0.5069612142240666,0.018591718998484615
0,0,0,37,500582180.5,24.4747,2.91E+07,1.20E+07,16,NPV_ORF,0.6502067123164201,0.7591602953612244,0.039218094273385164
0,1,0,38,131932841.3,19.6804,2.08E+07,9101900,38,NPV_ORF,0.19981954644167302,0.34119975241266864,0
0,0,0,39,-31622760.05,17.0472,1.74E+07,7697190,3,NPV_ORF,0,0.11164096349830435,0.14193300851837914
0,0,0,40,339761950.1,21.7724,1.37E+07,9531820,24,NPV_ORF,0.4537290299140538,0.5235774625785697,0.05902201742307353
0,0,0,41,486472616.8,24.2136,2.93E+07,1.19E+07,16,NPV_ORF,0.6329687418907507,0.7363979530455856,0.026750438860326808
0,0,0,42,477003799.3,23.8447,3.40E+07,1.24E+07,16,NPV_ORF,0.6214004751816204,0.7042377535808624,0.03647060144121722
0,0,0,43,374618496.5,22.8319,2.69E+07,1.09E+07,31,NPV_ORF,0.49631405442364773,0.6159432292710995,0.043839650178298065
0,0,0,44,373817682.2,21.9921,2.20E+07,1.07E+07,24,NPV_ORF,0.49533568163244274,0.5427306092914992,0.053368779203126375
0,0,0,45,396673698,21.7963,2.16E+07,1.10E+07,24,NPV_ORF,0.5232593887566421,0.5256610320207135,0.04162792057725319
0,0,0,46,583168796.6,23.9623,2.76E+07,1.25E+07,1,NPV_ORF,0.7511046334823257,0.7144899613798633,0.06959736605676536
0,1,0,47,307641199.2,20.6231,1.97E+07,9792020,47,NPV_ORF,0.4144863881260233,0.4233830542163948,0
0,0,0,48,674581580.3,24.5481,3.85E+07,1.37E+07,2,NPV_ORF,0.8627856815609933,0.7655592073718257,0.1390001500225962
0,1,0,49,243087414.7,22.1392,2.44E+07,9929420,49,NPV_ORF,0.33561958177140555,0.5555545869040248,0
0,0,0,0,164680138.5,22.3906,2.90E+07,9817660,1,ORF_Wp,0.5774712964335218,0.652014652014652,0.12604238754425287
0,1,0,1,531610036.9,23.6228,3.08E+07,1.25E+07,1,ORF_Wp,0.6848928138648906,0.717948717948718,0
0,1,0,2,735163080.4,25.8977,3.62E+07,1.38E+07,2,ORF_Wp,0.8832154968746457,0.9157509157509157,0
0,1,0,3,80625175.36,17.4669,1.58E+07,8061910,3,ORF_Wp,0.148229837760555,0.1684981684981685,0
0,0,0,4,222416018.8,19.786,1.84E+07,9269100,47,ORF_Wp,0.3504058165587105,0.26373626373626374,0.08713926160056248
0,0,0,5,266578731.5,20.7491,2.37E+07,1.02E+07,24,ORF_Wp,0.43436756257246706,0.45787545787545786,0.05591022523974659
0,0,0,6,246160626.7,21.8796,2.22E+07,9838800,24,ORF_Wp,0.5329230125450058,0.40293040293040294,0.07574725602007917
0,0,0,7,346071599.7,22.3118,2.56E+07,1.08E+07,31,ORF_Wp,0.5706016197790894,0.5274725274725275,0.04622197900703804
0,0,0,8,500849177.9,24.6511,3.33E+07,1.27E+07,16,ORF_Wp,0.774538607059726,0.8095238095238095,0.06360172305509501
0,0,0,9,786893767.8,27.2373,2.81E+07,1.36E+07,11,ORF_Wp,1,0.6190476190476191,0.22301727420994613
0,0,0,10,482638878.6,24.685,2.80E+07,1.18E+07,11,ORF_Wp,0.7774939628793358,0.6153846153846154,0.021999314994351628
0,1,0,11,550819649,24.6961,2.74E+07,1.21E+07,11,ORF_Wp,0.7784616457583234,0.5934065934065934,0
0,0,0,12,543006199.4,22.0048,2.70E+07,1.21E+07,49,ORF_Wp,0.543837777990881,0.5787545787545788,0.09595612745253758
0,0,0,13,456156230.7,22.3356,2.50E+07,1.15E+07,49,ORF_Wp,0.5726764713574585,0.5054945054945055,0.027860229311747402
0,0,0,14,134050519.5,21.1669,2.45E+07,9924990,24,ORF_Wp,0.47079079742299923,0.48717948717948717,0.029055486738184918
0,0,0,15,310327178.5,19.4241,1.68E+07,9637370,38,ORF_Wp,0.31885586755821343,0.20512820512820512,0.14821404294692986
0,1,0,16,503865280.1,24.0272,3.24E+07,1.21E+07,16,ORF_Wp,0.7201478549696182,0.7765567765567766,0
0,0,0,17,208826570.6,20.4936,1.98E+07,9443030,47,ORF_Wp,0.41209342062820925,0.315018315018315,0.011869011011481374
0,0,0,18,529747782.9,24.407,3.09E+07,1.25E+07,16,ORF_Wp,0.7532583015857793,0.7216117216117216,0.06415029803544771
0,0,0,19,769492558.2,26.4743,3.47E+07,1.40E+07,2,ORF_Wp,0.933482699399339,0.8608058608058609,0.07446979731793037
0,0,0,20,577847408.2,24.2341,1.87E+07,1.16E+07,31,ORF_Wp,0.7381851151193912,0.27472527472527475,0.26574372460739043
0,0,0,21,97312320.38,20.0779,2.46E+07,9192610,24,ORF_Wp,0.3758532609169448,0.4908424908424908,0.11679191255590173
0,0,0,22,521498115.9,24.1194,2.52E+07,1.20E+07,11,ORF_Wp,0.7281857253698552,0.5128205128205128,0.09498307509832414
0,0,0,23,307841370.8,20.0365,2.52E+07,1.04E+07,24,ORF_Wp,0.3722440653142354,0.5128205128205128,0.12683047750356824
0,1,0,24,379376744.6,21.3849,2.39E+07,1.07E+07,24,ORF_Wp,0.4897957404517595,0.4652014652014652,0
0,0,0,25,46563854.37,15.7666,1.12E+07,7472690,3,ORF_Wp,0,0,0.22441862130794238
0,0,0,26,403655587,20.7999,2.03E+07,1.06E+07,47,ORF_Wp,0.4387962373699949,0.3333333333333333,0.02684398750172629
0,0,0,27,148631892,17.6963,1.62E+07,8590470,3,ORF_Wp,0.16822861725962673,0.18315018315018314,0.02479178724528231
0,0,0,28,495646212.2,22.454,3.07E+07,1.23E+07,1,ORF_Wp,0.5829984220666568,0.7142857142857143,0.10196021123834126
0,0,0,29,626231051.3,25.5606,3.63E+07,1.33E+07,2,ORF_Wp,0.8538275780902648,0.9194139194139194,0.029615323167450826
0,0,0,30,209422028,19.514,2.28E+07,9730720,38,ORF_Wp,0.32669322709163334,0.4249084249084249,0.07468251208255607
0,1,0,31,410423212.9,22.7986,2.51E+07,1.13E+07,31,ORF_Wp,0.6130401806341373,0.5091575091575091,0
0,0,0,32,552195162.1,25.385,3.49E+07,1.27E+07,2,ORF_Wp,0.8385190093019607,0.8681318681318682,0.06530964475083531
0,0,0,33,545804649.1,23.464,2.72E+07,1.19E+07,31,ORF_Wp,0.6710488461907292,0.5860805860805861,0.0963439932895152
0,0,0,34,734445359.3,26.6435,3.16E+07,1.37E+07,2,ORF_Wp,0.9482333249060648,0.7472527472527473,0.1806071724742967
0,0,0,35,370578019.1,21.2124,2.33E+07,1.08E+07,24,ORF_Wp,0.4747574254404699,0.4432234432234432,0.02663051573749928
0,0,0,36,385222037.3,21.5818,2.90E+07,1.13E+07,49,ORF_Wp,0.5069612142240666,0.652014652014652,0.17536518655551478
0,0,0,37,500582180.5,24.4747,2.91E+07,1.20E+07,11,ORF_Wp,0.7591602953612244,0.6556776556776557,0.0651937675205085
0,1,0,38,131932841.3,19.6804,2.08E+07,9101900,38,ORF_Wp,0.34119975241266864,0.3516483516483517,0
0,0,0,39,-31622760.05,17.0472,1.74E+07,7697190,3,ORF_Wp,0.11164096349830435,0.2271062271062271,0.06909160769286253
0,0,0,40,339761950.1,21.7724,1.37E+07,9531820,47,ORF_Wp,0.5235774625785697,0.09157509157509157,0.2415414342792722
0,0,0,41,486472616.8,24.2136,2.93E+07,1.19E+07,1,ORF_Wp,0.7363979530455856,0.663003663003663,0.07531094492129196
0,0,0,42,477003799.3,23.8447,3.40E+07,1.24E+07,16,ORF_Wp,0.7042377535808624,0.8351648351648352,0.06072920104863989
0,0,0,43,374618496.5,22.8319,2.69E+07,1.09E+07,31,ORF_Wp,0.6159432292710995,0.575091575091575,0.06599794498305474
0,0,0,44,373817682.2,21.9921,2.20E+07,1.07E+07,24,ORF_Wp,0.5427306092914992,0.3956043956043956,0.08744056516045512
0,0,0,45,396673698,21.7963,2.16E+07,1.10E+07,24,ORF_Wp,0.5256610320207135,0.38095238095238093,0.09156542653280976
0,0,0,46,583168796.6,23.9623,2.76E+07,1.25E+07,11,ORF_Wp,0.7144899613798633,0.6007326007326007,0.06438980342847796
0,1,0,47,307641199.2,20.6231,1.97E+07,9792020,47,ORF_Wp,0.4233830542163948,0.31135531135531136,0
0,0,0,48,674581580.3,24.5481,3.85E+07,1.37E+07,2,ORF_Wp,0.7655592073718257,1,0.14470974623839508
0,1,0,49,243087414.7,22.1392,2.44E+07,9929420,49,ORF_Wp,0.5555545869040248,0.4835164835164835,0
0,0,0,0,164680138.5,22.3906,2.90E+07,9817660,49,ORF_Np,0.5774712964335218,0.35925519088261476,0.027811901828200397
0,1,0,1,531610036.9,23.6228,3.08E+07,1.25E+07,1,ORF_Np,0.6848928138648906,0.7701962983219733,0
0,1,0,2,735163080.4,25.8977,3.62E+07,1.38E+07,2,ORF_Np,0.8832154968746457,0.9693595064429298,0
0,1,0,3,80625175.36,17.4669,1.58E+07,8061910,3,ORF_Np,0.148229837760555,0.09026995806848456,0
0,0,0,4,222416018.8,19.786,1.84E+07,9269100,38,ORF_Np,0.3504058165587105,0.27521444515428256,0.02721953397224677
0,0,0,5,266578731.5,20.7491,2.37E+07,1.02E+07,47,ORF_Np,0.43436756257246706,0.4178306224156659,0.06346142361513446
0,0,0,6,246160626.7,21.8796,2.22E+07,9838800,49,ORF_Np,0.5329230125450058,0.3624938910515971,0.026550548244530986
0,0,0,7,346071599.7,22.3118,2.56E+07,1.08E+07,24,ORF_Np,0.5706016197790894,0.5097521030868766,0.08224536518988909
0,0,0,8,500849177.9,24.6511,3.33E+07,1.27E+07,11,ORF_Np,0.774538607059726,0.8008367918790436,0.09200515660232553
