atributo,classe
89.631.755.088.722.300,0
77.210.181.882.520.200,0
7.187.362.396.207.530,0
107.135.820.104.079.000,0
11.067.477.184.582.400,0
91.541.596.049.716.200,0
46.896.347.732.257.200,0
-91.053.990.273.225.500,0
29.996.151.194.490.100,0
298.931.379.038.896.000,1.000.000.000.000.000.000
-83.542.754.340.885.700,0
29.012.047.237.528.900,1.000.000.000.000.000.000
237.323.157.820.247.000,1.000.000.000.000.000.000
-47.892.438.139.633.200,0
-37.812.695.413.930.700,0
5.935.211.444.259.780,0
-64.472.107.319.444.100,0
409.112.897.748.780.000,1.000.000.000.000.000.000
197.125.993.412.695.000,0
1.484.142.231.688.400,0
-12.125.823.975.051.100,0
93.315.845.221.792.300,0
495.681.982.057.259.000,1.000.000.000.000.000.000
109.182.176.330.737.000,0
490.675.819.074.677.000,1.000.000.000.000.000.000
-38.618.250.030.873.200,0
90.763.594.588.409.600,0
69.006.062.126.091.800,0
-24.755.110.301.176.900,0
-8.916.577.094.699.540,0
612.378.943.401.556.000,1.000.000.000.000.000.000
301.509.682.707.550.000,1.000.000.000.000.000.000
486.957.868.169.660.000,1.000.000.000.000.000.000
13.671.161.136.772.700,0
-21.302.416.354.693.800,0
410.950.566.044.018.000,1.000.000.000.000.000.000
-101.499.913.611.447.000,0
-85.202.678.985.338.400,0
104.800.996.896.048.000,0
55.888.430.680.077.200,0
-12.196.510.046.029.000,0
-13.450.504.292.517.400,0
113.453.178.154.796.000,0
-25.521.898.038.751.100,0
647.115.261.654.830.000,1.000.000.000.000.000.000
77.434.710.347.897.600,0
-4.940.206.277.615.770,0
393.847.307.372.932.000,1.000.000.000.000.000.000
43.208.798.346.854.100,0
564.364.724.600.853.000,1.000.000.000.000.000.000
-3.078.724.407.112.340,0
63.865.097.244.823.400,0
13.064.752.442.130.500,0
196.147.430.685.352.000,1.000.000.000.000.000.000
552.298.520.785.165.000,1.000.000.000.000.000.000
-17.747.477.865.559.100,0
59.164.024.662.293.300,0
-152.414.959.605.057.000,0
-11.113.841.191.428.700,0
10.168.253.536.479.500,0
40.952.793.401.307.300,0
-115.358.247.735.032.000,0
362.362.493.477.770.000,1.000.000.000.000.000.000
463.557.045.281.411.000,1.000.000.000.000.000.000
403.672.537.775.216.000,1.000.000.000.000.000.000
601.883.949.850.387.000,1.000.000.000.000.000.000
6.528.012.298.085.590,0
367.646.148.751.578.000,1.000.000.000.000.000.000
682.400.034.747.888.000,1.000.000.000.000.000.000
343.253.720.573.534.000,1.000.000.000.000.000.000
-132.954.405.719.502.000,0
-7.548.658.847.620.220,0
218.212.656.738.742.000,0
127.013.790.548.112.000,0
158.328.220.627.042.000,0
184.663.202.990.151.000,0
436.750.136.564.389.000,1.000.000.000.000.000.000
-81.433.743.364.355.700,0
28.154.405.239.385.600,0
576.516.208.762.722.000,1.000.000.000.000.000.000
-150.340.150.925.948.000,0
69.523.551.672.938.400,0
611.223.736.558.533.000,1.000.000.000.000.000.000
45.007.032.670.032.300,0
214.127.515.746.954.000,0
-191.856.354.460.239.000,0
-129.475.955.734.032.000,0
210.154.293.715.539.000,1.000.000.000.000.000.000
306.182.555.782.231.000,1.000.000.000.000.000.000
155.001.445.524.147.000,0
-12.710.319.559.890.700,0
472.294.802.316.454.000,1.000.000.000.000.000.000
54.902.132.912.361.000,0
-148.255.768.101.396.000,0
-237.026.916.258.179.000,0
120.260.529.483.371.000,1.000.000.000.000.000.000
-17.638.624.427.858.300,0
426.638.701.716.807.000,1.000.000.000.000.000.000
198.042.976.950.149.000,0
-56.250.454.392.063.300,0
-112.559.543.288.275.000,0
135.361.599.258.621.000,0
61.196.005.385.865.300,0
221.296.837.949.067.000,1.000.000.000.000.000.000
37.114.166.260.178.600,0
-29.561.556.863.183.600,0
295.389.610.609.976.000,1.000.000.000.000.000.000
-21.767.979.280.138.900,0
773.469.492.170.171.000,1.000.000.000.000.000.000
222.007.899.123.832.000,1.000.000.000.000.000.000
828.079.396.541.923.000,1.000.000.000.000.000.000
16.863.556.685.951.100,0
-85.844.607.599.666.200,0
749.961.009.110.351.000,1.000.000.000.000.000.000
206.421.761.153.175.000,0
27.799.508.577.479.300,0
102.719.797.275.284.000,0
119.747.832.570.806.000,1.000.000.000.000.000.000
48.204.532.996.453.600,0
32.205.474.038.772.900,0
381.301.743.194.372.000,1.000.000.000.000.000.000
379.954.497.454.157.000,1.000.000.000.000.000.000
-58.127.105.375.157.500,0
-39.082.430.744.253.200,0
30.162.976.587.280.600,0
-145.519.913.777.381.000,0
213.832.947.685.781.000,1.000.000.000.000.000.000
146.435.867.297.522.000,0
-80.068.410.863.746.300,0
309.465.972.475.554.000,1.000.000.000.000.000.000
156.770.310.486.404.000,1.000.000.000.000.000.000
73.202.211.130.693.300,0
143.500.084.655.332.000,0
246.541.625.693.602.000,1.000.000.000.000.000.000
93.312.951.559.746.800,0
-51.390.896.182.176.000,0
-31.342.034.318.541.600,0
97.253.531.949.936.800,0
27.936.231.007.506.400,0
-146.873.861.771.126.000,0
-67.790.917.821.899.100,0
-201.777.650.230.565.000,0
496.997.700.972.213.000,1.000.000.000.000.000.000
-50.411.159.252.528.500,0
82.649.941.225.022.800,0
46.686.874.969.875.800,0
147.026.928.853.009.000,0
39.357.670.632.634.000,0
1.456.135.514.703.040,0
-116.463.261.540.307.000,0
19.194.102.575.929.600,0
301.440.209.329.310.000,1.000.000.000.000.000.000
179.867.014.945.337.000,0
44.698.176.256.616.600,1.000.000.000.000.000.000
212.825.633.552.487.000,1.000.000.000.000.000.000
-63.103.295.273.831.200,0
268.752.495.396.165.000,1.000.000.000.000.000.000
313.535.941.985.882.000,1.000.000.000.000.000.000
381.942.047.521.907.000,1.000.000.000.000.000.000
56.843.333.665.479.600,0
77.984.595.479.754.100,0
-48.792.211.456.132.900,0
259.401.673.271.257.000,0
-81.121.926.769.481.600,0
20.686.842.384.566.500,0
571.920.188.686.241.000,1.000.000.000.000.000.000
-13.402.919.970.606.100,0
445.128.517.267.980.000,1.000.000.000.000.000.000
-4.530.836.822.414.210,0
376.427.730.100.794.000,1.000.000.000.000.000.000
111.129.034.874.258.000,0
-51.900.143.750.176.900,0
626.807.080.829.880.000,1.000.000.000.000.000.000
43.923.614.616.908.600,0
-168.214.497.758.680.000,0
134.310.584.694.444.000,0
222.769.563.761.385.000,0
212.321.810.012.458.000,1.000.000.000.000.000.000
20.574.547.266.602.200,0
424.527.664.380.865.000,1.000.000.000.000.000.000
-115.504.093.021.806.000,0
161.251.744.754.581.000,0
-76.759.902.881.569.600,0
-75.601.926.499.520.000,0
184.893.206.635.340.000,0
-97.013.919.340.289.900,0
-31.019.830.722.368.900,0
441.041.869.418.078.000,1.000.000.000.000.000.000
541.110.305.805.678.000,1.000.000.000.000.000.000
55.998.847.498.693.800,0
161.881.471.423.196.000,0
-116.886.457.557.895.000,0
-162.651.246.996.775.000,0
40.729.700.038.399.100,0
28.837.441.627.995.200,0
392.377.632.987.428.000,1.000.000.000.000.000.000
234.458.177.039.515.000,1.000.000.000.000.000.000
-25.315.363.046.970.900,0
-73.821.908.150.271.300,0
442.095.402.293.848.000,1.000.000.000.000.000.000
464.020.044.945.488.000,1.000.000.000.000.000.000
413.099.437.023.204.000,1.000.000.000.000.000.000
-74.729.624.411.868.800,0
467.795.588.446.426.000,1.000.000.000.000.000.000
-160.841.237.970.066.000,0
172.196.689.834.661.000,0
-80.183.919.255.240.500,0
448.622.507.048.035.000,1.000.000.000.000.000.000
-40.135.500.937.966.900,0
568.409.271.881.053.000,1.000.000.000.000.000.000
459.988.741.554.931.000,1.000.000.000.000.000.000
29.710.665.765.028.100,0
682.152.830.792.619.000,1.000.000.000.000.000.000
61.734.116.177.168.200,1.000.000.000.000.000.000
-169.446.126.090.064.000,0
65.725.322.041.671.500,0
-186.463.188.326.095.000,0
240.423.508.709.849.000,0
-74.977.993.745.496.900,0
85.834.727.629.664.000,0
392.939.495.667.629.000,1.000.000.000.000.000.000
147.877.657.475.501.000,0
-20.597.443.758.572.200,0
85.226.030.355.494.800,0
-151.235.780.744.176.000,0
-52.271.171.644.963.000,0
202.967.251.795.841.000,0
-30.034.187.111.637.200,0
24.120.801.581.525.100,0
352.475.040.941.355.000,1.000.000.000.000.000.000
102.664.445.588.576.000,0
334.342.761.181.753.000,1.000.000.000.000.000.000
-59.368.530.618.941.000,0
-177.374.683.181.390.000,0
166.822.043.618.541.000,0
-6.879.103.732.481.910,0
67.526.376.617.200.400,0
56.496.815.396.505.900,0
-45.718.587.242.696.500,0
-39.556.989.136.782.500,0
122.455.273.967.902.000,0
-154.170.939.364.522.000,0
292.272.219.023.642.000,1.000.000.000.000.000.000
148.700.176.961.620.000,0
25.352.544.360.104.700,0
464.613.707.715.552.000,1.000.000.000.000.000.000
97.271.623.816.991.300,0
755.069.669.256.932.000,1.000.000.000.000.000.000
99.491.863.933.521.600,0
692.228.191.443.067,0
434.822.560.281.741.000,1.000.000.000.000.000.000
62.468.892.610.243.500,0
-13.239.339.876.514.300,0
115.056.021.827.734.000,0
-53.189.995.888.983.900,0
102.162.413.166.683.000,0
-122.936.859.189.955.000,0
357.118.015.767.331.000,1.000.000.000.000.000.000
-1.014.379.893.383.370,0
527.485.880.559.468.000,1.000.000.000.000.000.000
-3.793.170.614.475.930,0
-47.643.307.694.271.300,0
-134.620.242.185.625.000,0
-11.572.111.464.120.500,0
-12.751.311.568.584.900,0
771.252.099.933.374.000,1.000.000.000.000.000.000
45.136.758.443.945.800,0
-89.756.248.906.543.300,0
-142.220.098.880.972.000,0
95.078.603.472.389.200,0
-130.124.412.766.514.000,0
604.117.214.450.753.000,1.000.000.000.000.000.000
737.014.505.509.412.000,1.000.000.000.000.000.000
-133.162.096.147.495.000,0
143.533.932.391.699.000,0
580.069.389.182.950.000,1.000.000.000.000.000.000
-70.017.814.660.800.700,0
6.151.279.779.419.710,0
73.135.151.789.201.900,0
-139.592.281.769.557.000,0
-6.774.988.055.836.130,0
524.793.714.660.776.000,1.000.000.000.000.000.000
9.540.205.464.415.070,0
544.707.153.168.761.000,1.000.000.000.000.000.000
-112.447.938.840.394.000,0
626.043.908.777.464.000,1.000.000.000.000.000.000
-36.110.443.505.879.900,0
-92.170.782.856.491.200,0
179.971.662.113.111.000,0
-264.626.193.462.557.000,0
455.245.323.014.321.000,1.000.000.000.000.000.000
14.188.876.155.526.600,1.000.000.000.000.000.000
-136.775.019.249.184.000,0
155.588.155.524.739.000,0
86.760.370.232.971.800,0
323.719.185.765.655.000,1.000.000.000.000.000.000
361.044.539.511.081.000,1.000.000.000.000.000.000
589.391.292.596.100.000,1.000.000.000.000.000.000
889.599.499.752.345.000,1.000.000.000.000.000.000
-28.132.146.026.092.000,0
-95.516.559.139.495.200,0
-18.385.238.186.765.200,0
-29.829.952.018.954.700,0
135.841.906.773.829.000,1.000.000.000.000.000.000
-7.260.975.893.086.660,0
93.211.331.091.310.000,0
-15.663.784.423.573.900,0
-69.157.403.996.666.900,0
658.701.975.167.702.000,1.000.000.000.000.000.000
-50.046.899.007.263.200,0
335.638.097.393.029.000,1.000.000.000.000.000.000
175.891.686.486.624.000,0
-177.560.426.933.314.000,0
879.509.185.505.396.000,1.000.000.000.000.000.000
506.789.804.996.333.000,1.000.000.000.000.000.000
342.819.381.957.661.000,1.000.000.000.000.000.000
-92.501.476.293.839.800,0
-70.723.808.477.963.000,0
168.173.631.210.169.000,0
70.040.583.597.878.900,0
-57.892.217.175.444.100,0
20.113.989.763.384.200,0
125.466.811.901.611.000,0
406.252.496.362.371.000,1.000.000.000.000.000.000
157.573.321.989.413.000,0
832.530.490.803.053.000,1.000.000.000.000.000.000
179.320.939.795.857.000,0
26.099.026.529.572.900,0
357.735.642.251.127.000,1.000.000.000.000.000.000
30.767.578.385.723.100,0
-92.511.106.884.534.200,0
99.646.016.055.843.800,0
115.445.343.447.041.000,0
-231.564.599.444.130.000,0
-43.458.201.205.380.900,0
169.084.152.603.531.000,1.000.000.000.000.000.000
480.896.449.703.996.000,1.000.000.000.000.000.000
68.402.406.701.865.300,0
-136.293.493.305.027.000,0
157.528.072.216.059.000,0
113.300.576.253.712.000,0
-180.950.118.102.662.000,0
-37.252.707.704.228.600,0
147.875.784.708.283.000,0
580.573.063.922.947.000,1.000.000.000.000.000.000
-135.270.149.384.052.000,0
-28.641.142.275.490.000,0
183.044.828.547.930.000,0
451.212.788.233.527.000,1.000.000.000.000.000.000
470.309.275.082.569.000,1.000.000.000.000.000.000
427.006.498.127.065.000,1.000.000.000.000.000.000
-48.769.761.068.036.600,0
-24.459.028.890.182.900,0
413.468.092.121.941.000,1.000.000.000.000.000.000
266.184.231.308.524.000,1.000.000.000.000.000.000
732.437.717.720.539.000,1.000.000.000.000.000.000
399.390.298.065.105.000,1.000.000.000.000.000.000
124.218.791.501.166.000,0
712.976.144.317.713.000,1.000.000.000.000.000.000
705.810.695.531.607.000,1.000.000.000.000.000.000
20.179.626.967.419.800,0
533.028.761.152.299.000,1.000.000.000.000.000.000
623.121.415.106.301.000,1.000.000.000.000.000.000
388.719.433.168.558.000,1.000.000.000.000.000.000
91.121.604.294.988.200,0
344.844.835.069.475.000,1.000.000.000.000.000.000
203.804.500.871.043.000,1.000.000.000.000.000.000
-36.426.740.700.144.000,0
-22.780.424.214.390.600,0
31.759.552.044.473.100,0
-13.463.082.455.614.700,0
-30.737.005.745.427.200,0
63.672.929.416.305.200,0
-36.804.079.902.396.300,0
-102.793.997.883.057.000,0
79.677.997.934.224.900,0
-39.208.295.837.316.000,0
-19.866.231.250.986.100,0
265.917.564.790.048.000,0
101.252.713.427.570.000,1.000.000.000.000.000.000
360.424.866.321.989.000,1.000.000.000.000.000.000
-38.611.779.504.782.800,0
434.204.357.018.452.000,1.000.000.000.000.000.000
639.525.214.984.218.000,1.000.000.000.000.000.000
-11.030.175.721.079.000,1.000.000.000.000.000.000
-55.464.968.757.040.500,0
142.832.863.823.147.000,0
-132.854.117.536.214.000,0
279.017.973.504.139.000,1.000.000.000.000.000.000
-56.720.015.260.083.300,0
73.696.397.307.922.900,0
94.885.484.530.188.900,0
-7.048.776.149.535.780,0
109.925.274.374.109.000,0
269.185.769.077.222.000,1.000.000.000.000.000.000
-82.910.443.907.973.400,0
285.056.606.027.746.000,1.000.000.000.000.000.000
-94.335.357.056.874.800,0
203.401.868.940.952.000,0
-25.667.699.165.401.500,0
627.207.694.886.874.000,1.000.000.000.000.000.000
92.411.563.798.300.000,0
85.252.390.049.945.900,0
93.251.016.294.920.700,1.000.000.000.000.000.000
262.077.171.143.318.000,1.000.000.000.000.000.000
25.265.505.914.072.900,0
-16.553.299.956.204.400,0
132.341.414.929.960.000,0
29.218.859.908.663.200,0
-89.750.860.487.861.400,0
110.316.451.741.530.000,0
240.178.222.641.496.000,1.000.000.000.000.000.000
185.742.545.686.174.000,0
44.866.303.857.639.800,0
-56.118.842.283.456.500,0
363.988.918.782.075.000,1.000.000.000.000.000.000
300.807.343.580.284.000,1.000.000.000.000.000.000
-18.172.985.569.804.100,0
-118.736.604.281.031.000,0
-114.203.992.461.788.000,0
806.195.500.625.140.000,1.000.000.000.000.000.000
-65.500.084.500.394.000,0
43.655.750.973.246.600,0
-13.540.121.660.641.500,0
403.756.689.189.337.000,1.000.000.000.000.000.000
78.303.659.721.869.700,0
134.747.855.868.496.000,0
69.917.586.254.030.900,1.000.000.000.000.000.000
79.971.477.030.630.500,0
518.132.301.070.845.000,1.000.000.000.000.000.000
319.705.542.518.138.000,1.000.000.000.000.000.000
-89.825.459.631.560.100,0
574.592.699.365.314.000,1.000.000.000.000.000.000
-67.120.567.625.840.100,0
105.217.068.323.991.000,1.000.000.000.000.000.000
-206.544.592.602.737.000,0
571.569.336.707.142.000,1.000.000.000.000.000.000
7.305.191.607.317.540,0
-8.214.048.896.281.250,0
64.368.894.074.634.800,0
-114.937.476.180.959.000,0
70.735.572.555.201.300,0
698.297.525.424.544.000,1.000.000.000.000.000.000
-74.173.711.824.896.100,0
317.439.771.470.776.000,1.000.000.000.000.000.000
136.363.134.495.700.000,0
953.725.074.288.418,0
184.352.488.116.896.000,0
468.467.997.146.452.000,1.000.000.000.000.000.000
136.091.206.550.350.000,0
-64.074.778.192.273.400,0
193.090.275.839.788.000,0
22.788.879.161.660.000,0
586.041.076.899.428.000,1.000.000.000.000.000.000
123.815.100.170.599.000,0
70.423.953.602.748.800,0
140.649.406.630.066.000,0
-39.280.075.767.349.900,0
-1.283.443.369.271.370,0
734.563.259.735.122.000,1.000.000.000.000.000.000
-6.392.154.250.992.510,0
-89.195.544.007.858.500,0
43.482.356.685.341.300,0
242.491.966.439.961.000,1.000.000.000.000.000.000
421.119.708.932.856.000,1.000.000.000.000.000.000
151.454.727.880.071.000,0
113.295.542.706.412.000,0
-125.503.404.126.798.000,0
43.663.579.002.368.300,0
66.949.490.064.984.000,0
-35.647.222.132.580.500,0
-21.803.332.871.290.300,0
-31.118.208.029.244.400,0
249.610.695.161.081.000,1.000.000.000.000.000.000
558.138.305.254.532.000,1.000.000.000.000.000.000
260.436.035.388.124.000,1.000.000.000.000.000.000
107.570.290.761.139.000,0
2.694.429.744.433.800,0
5.339.260.749.597.820,0
102.255.634.352.405.000,0
-97.816.079.983.397.900,0
783.980.081.421.699.000,1.000.000.000.000.000.000
-18.791.027.962.192.400,0
325.619.749.112.469.000,1.000.000.000.000.000.000
49.285.321.848.822.600,0
203.601.773.440.139.000,0
111.190.057.943.394.000,0
24.127.714.401.028.000,0
254.960.451.879.799.000,1.000.000.000.000.000.000
-63.548.352.569.582.400,0
-2.633.329.274.196.620,0
156.221.964.849.074.000,0
-42.945.897.826.601.700,0
-145.283.779.810.280.000,0
327.858.508.691.709.000,1.000.000.000.000.000.000
446.484.812.481.995.000,1.000.000.000.000.000.000
13.396.769.872.118.100,0
22.648.228.968.110.200,0
94.287.343.651.528.500,0
359.810.166.116.824.000,1.000.000.000.000.000.000
-235.930.618.497.051.000,0
-137.838.153.717.133.000,0
-8.900.505.109.258.100,0
-3.967.869.752.047.250,0
114.099.091.689.654.000,0
403.127.219.389.070.000,1.000.000.000.000.000.000
-16.068.565.938.335.900,0
764.901.411.626.597.000,1.000.000.000.000.000.000
-60.825.353.095.823.800,0
-50.744.132.811.974.600,0
-41.695.101.954.181.700,0
-7.330.958.739.116.340,0
122.428.176.163.779.000,0
909.964.811.209.109.000,1.000.000.000.000.000.000
191.623.024.050.457.000,0
174.620.059.947.450.000,1.000.000.000.000.000.000
-46.051.962.766.937.500,0
431.732.839.102.013.000,1.000.000.000.000.000.000
-35.556.441.768.721.800,0
103.141.243.095.413.000,0
118.156.131.214.862.000,0
64.699.949.431.924.100,0
664.184.116.800.146.000,1.000.000.000.000.000.000
222.906.490.755.662.000,1.000.000.000.000.000.000
459.779.890.379.549.000,1.000.000.000.000.000.000
-32.363.281.564.100.600,0
-101.236.477.303.431.000,0
258.176.243.143.118.000,1.000.000.000.000.000.000
560.924.044.491.887.000,1.000.000.000.000.000.000
-234.493.291.639.341.000,0
165.723.572.354.043.000,0
-3.821.944.776.380.280,0
-69.211.248.534.876.400,0
124.460.321.679.004.000,1.000.000.000.000.000.000
48.656.319.429.137.400,0
-130.566.559.929.770.000,0
116.597.116.619.064.000,0
7.355.597.406.951.720,0
55.835.826.724.916.100,0
273.936.521.236.689.000,1.000.000.000.000.000.000
158.421.392.269.036.000,0
-89.498.046.625.368.800,0
-72.766.629.962.113.600,0
261.529.587.802.595.000,1.000.000.000.000.000.000
355.006.482.275.445.000,1.000.000.000.000.000.000
-2.334.201.460.525.180,0
103.581.602.138.072.000,0
55.444.088.627.736.600,0
20.709.528.736.718.900,0
324.033.859.193.421.000,1.000.000.000.000.000.000
104.981.223.016.357.000,0
381.719.089.121.331.000,1.000.000.000.000.000.000
-42.382.265.053.133.800,0
153.212.095.920.489.000,0
548.735.757.976.216.000,1.000.000.000.000.000.000
532.091.891.192.388.000,1.000.000.000.000.000.000
556.407.092.633.032.000,1.000.000.000.000.000.000
-1.677.285.411.086.180,0
134.915.045.842.457.000,0
-60.637.499.369.812.200,0
601.807.954.618.378.000,1.000.000.000.000.000.000
693.041.791.799.828.000,1.000.000.000.000.000.000
-128.249.325.776.021.000,0
30.510.314.560.952.000,0
2.072.109.817.357.220,1.000.000.000.000.000.000
24.403.532.104.508.800,0
-125.769.151.599.068.000,0
119.827.116.331.009.000,0
-217.351.542.370.985,0
534.768.932.892.237.000,1.000.000.000.000.000.000
733.310.173.499.477.000,1.000.000.000.000.000.000
-125.293.271.810.622.000,0
364.113.557.546.367.000,1.000.000.000.000.000.000
-88.307.108.543.782.200,0
39.790.954.624.273.400,0
49.573.812.066.708.600,0
148.551.241.174.309.000,1.000.000.000.000.000.000
106.948.392.895.191.000,1.000.000.000.000.000.000
9.392.071.231.640.790,0
107.675.480.743.677.000,0
128.736.625.859.273.000,1.000.000.000.000.000.000
-221.645.812.872.848.000,0
-57.042.725.256.321.500,0
66.195.646.729.524.200,0
48.613.347.501.280.700,1.000.000.000.000.000.000
233.965.892.909.456.000,0
450.946.602.854.647.000,1.000.000.000.000.000.000
100.578.857.522.505.000,0
182.274.353.274.093.000,0
